id,nome,regiao,umidade,velocidade_vento,temperatura,nivel_fumaca,nivel_risco,data_medicao,latitude,longitude,estado
10673,Foco #10673,Caatinga,39,5.6,37.3,34,alto,2025-03-10 04:32:00+00,-111347,-4341021,BAHIA
10674,Foco #10674,Caatinga,33,16,40.6,82,critico,2025-03-10 04:32:00+00,-1083768,-4127825,BAHIA
10675,Foco #10675,Cerrado,32,8.2,39.9,34,medio,2025-03-10 04:32:00+00,-1127052,-4779221,TOCANTINS
10676,Foco #10676,Cerrado,45,7,30.5,83,medio,2025-03-10 04:32:00+00,-816963,-4699956,TOCANTINS
10677,Foco #10677,Cerrado,52,11.8,40.8,54,medio,2025-03-10 04:32:00+00,-880672,-4666903,MARANHÃO
10678,Foco #10678,Caatinga,45,20.7,44.9,60,medio,2025-03-10 04:32:00+00,-756471,-423947,PIAUÍ
10679,Foco #10679,Caatinga,32,8.8,40.9,75,critico,2025-03-10 04:32:00+00,-776965,-4259072,PIAUÍ
10680,Foco #10680,Amazônia,30,6.9,44.2,56,critico,2025-03-10 04:32:00+00,-954303,-5083825,PARÁ
10681,Foco #10681,Cerrado,58,21,43.9,56,critico,2025-03-10 04:32:00+00,-872124,-4713597,TOCANTINS
10682,Foco #10682,Cerrado,22,16.7,34.7,75,baixo,2025-03-10 04:32:00+00,-726122,-4847817,TOCANTINS
10683,Foco #10683,Amazônia,32,8.4,37.8,84,baixo,2025-03-10 04:32:00+00,-457694,-4650031,MARANHÃO
10684,Foco #10684,Cerrado,20,18.8,31.7,81,alto,2025-03-10 04:32:00+00,-1182173,-449088,BAHIA
10685,Foco #10685,Cerrado,56,18.1,44.4,40,alto,2025-03-10 04:32:00+00,-774661,-4625349,MARANHÃO
10686,Foco #10686,Caatinga,27,6.5,36,70,baixo,2025-03-10 04:32:00+00,-777072,-4258325,PIAUÍ
10687,Foco #10687,Caatinga,28,6.5,33.1,91,critico,2025-03-10 04:32:00+00,-777433,-425876,PIAUÍ
10688,Foco #10688,Cerrado,24,10.5,40.1,49,critico,2025-03-10 04:32:00+00,-524534,-4310454,MARANHÃO
10689,Foco #10689,Cerrado,44,17.1,38.8,49,medio,2025-03-10 04:32:00+00,-819874,-4700425,TOCANTINS
10690,Foco #10690,Cerrado,33,20.9,43.1,100,critico,2025-03-10 04:32:00+00,-1088001,-4670646,TOCANTINS
10691,Foco #10691,Cerrado,55,7.6,43.3,31,baixo,2025-03-10 04:32:00+00,-654816,-4387722,MARANHÃO
10692,Foco #10692,Caatinga,26,10.8,34.8,39,medio,2025-03-10 04:32:00+00,-774201,-4259062,PIAUÍ
10693,Foco #10693,Caatinga,59,11.1,30.1,99,baixo,2025-03-10 04:32:00+00,-775843,-4255033,PIAUÍ
10694,Foco #10694,Caatinga,58,24.8,41.3,40,medio,2025-03-10 04:32:00+00,-1022635,-4302731,BAHIA
10695,Foco #10695,Cerrado,23,5.2,32.2,89,alto,2025-03-10 04:32:00+00,-940262,-47536,TOCANTINS
10696,Foco #10696,Cerrado,46,21.4,30.3,77,alto,2025-03-10 04:32:00+00,-1163084,-4798373,TOCANTINS
10697,Foco #10697,Caatinga,43,24.2,36.5,43,medio,2025-03-10 04:32:00+00,-779438,-4253637,PIAUÍ
10698,Foco #10698,Cerrado,44,17,37.8,93,baixo,2025-03-10 04:32:00+00,-821713,-4555087,PIAUÍ
10699,Foco #10699,Cerrado,34,24.1,42.7,88,baixo,2025-03-10 04:32:00+00,-1148854,-449944,BAHIA
10700,Foco #10700,Amazônia,60,6.6,35.3,38,medio,2025-03-10 04:32:00+00,-853973,-5015414,PARÁ
10701,Foco #10701,Amazônia,25,22.8,36.7,60,critico,2025-03-10 04:32:00+00,-466373,-4579855,MARANHÃO
10702,Foco #10702,Cerrado,59,11.4,44.3,46,medio,2025-03-10 04:32:00+00,-752611,-4729298,MARANHÃO
10703,Foco #10703,Cerrado,60,7.6,35.6,30,medio,2025-03-10 04:32:00+00,-90686,-4664872,MARANHÃO
10704,Foco #10704,Amazônia,30,22.4,33.9,68,critico,2025-03-10 04:32:00+00,-426301,-4855062,PARÁ
10705,Foco #10705,Caatinga,28,6.9,42.9,36,baixo,2025-03-10 04:32:00+00,-991304,-4374189,PIAUÍ
10706,Foco #10706,Cerrado,42,15.9,40.3,51,alto,2025-03-10 04:32:00+00,-768335,-4776339,TOCANTINS
10707,Foco #10707,Amazônia,41,21.2,43.1,42,baixo,2025-03-10 04:32:00+00,-466092,-4579439,MARANHÃO
10708,Foco #10708,Cerrado,42,16.9,36.6,75,baixo,2025-03-10 04:32:00+00,-113104,-4783872,TOCANTINS
10709,Foco #10709,Cerrado,58,12.1,32,53,baixo,2025-03-10 04:32:00+00,-882879,-4677339,MARANHÃO
10710,Foco #10710,Cerrado,42,14.9,30,38,baixo,2025-03-10 04:32:00+00,-830296,-4485218,PIAUÍ
10711,Foco #10711,Cerrado,29,19.5,37.4,35,medio,2025-03-10 04:32:00+00,-888557,-4659063,MARANHÃO
10712,Foco #10712,Cerrado,42,23.9,31.9,84,alto,2025-03-10 04:32:00+00,-1229599,-453658,BAHIA
10713,Foco #10713,Cerrado,51,24.5,30.2,51,medio,2025-03-10 04:32:00+00,-1129455,-4783612,TOCANTINS
10714,Foco #10714,Cerrado,45,22,35,37,alto,2025-03-10 04:32:00+00,-1148432,-4511257,BAHIA
10715,Foco #10715,Cerrado,32,9,34.9,78,alto,2025-03-10 04:32:00+00,-574261,-4508258,MARANHÃO
10716,Foco #10716,Cerrado,29,16,38.3,94,alto,2025-03-10 04:32:00+00,-682474,-4598606,MARANHÃO
10717,Foco #10717,Cerrado,50,9.5,38.8,63,baixo,2025-03-10 04:32:00+00,-731521,-4729555,MARANHÃO
10718,Foco #10718,Cerrado,54,8.1,36.9,55,baixo,2025-03-10 04:32:00+00,-610541,-4311553,MARANHÃO
10719,Foco #10719,Cerrado,30,12.6,43.8,97,alto,2025-03-10 04:32:00+00,-88316,-4677759,MARANHÃO
10720,Foco #10720,Cerrado,26,17,31.6,78,baixo,2025-03-10 04:32:00+00,-1183246,-4769142,TOCANTINS
10721,Foco #10721,Amazônia,21,13.1,37.8,97,baixo,2025-03-10 04:32:00+00,-50238,-4846678,PARÁ
10722,Foco #10722,Cerrado,22,22,35.7,48,alto,2025-03-10 04:32:00+00,-746157,-4700926,MARANHÃO
10723,Foco #10723,Cerrado,23,9.6,36.7,74,critico,2025-03-10 04:32:00+00,-1156498,-4766088,TOCANTINS
10724,Foco #10724,Cerrado,47,6.1,41.6,43,critico,2025-03-10 04:32:00+00,-1094073,-4671916,TOCANTINS
10725,Foco #10725,Cerrado,52,11.7,32.9,64,alto,2025-03-10 04:32:00+00,-1096444,-4433766,BAHIA
10726,Foco #10726,Cerrado,50,6.1,33.2,49,medio,2025-03-10 04:32:00+00,-721749,-4687359,MARANHÃO
10727,Foco #10727,Caatinga,41,24.7,37.7,30,baixo,2025-03-10 04:32:00+00,-777594,-4257634,PIAUÍ
10728,Foco #10728,Cerrado,50,23.3,40.7,42,baixo,2025-03-10 04:32:00+00,-1143017,-4348966,BAHIA
10729,Foco #10729,Cerrado,54,8.6,40.9,56,medio,2025-03-10 04:32:00+00,-635095,-4395964,MARANHÃO
10730,Foco #10730,Cerrado,31,18.4,35.6,77,medio,2025-03-10 04:32:00+00,-622779,-4423998,MARANHÃO
10731,Foco #10731,Cerrado,36,15.9,32,79,alto,2025-03-10 04:32:00+00,-1000577,-5024207,TOCANTINS
10732,Foco #10732,Cerrado,32,5.4,30.4,95,alto,2025-03-10 04:32:00+00,-726398,-4848218,TOCANTINS
10733,Foco #10733,Caatinga,60,8.1,43.6,32,medio,2025-03-10 04:32:00+00,-1114347,-4340759,BAHIA
10734,Foco #10734,Cerrado,37,9.4,32.8,88,critico,2025-03-10 04:32:00+00,-775908,-4664676,MARANHÃO
10735,Foco #10735,Cerrado,29,16,37.6,36,critico,2025-03-10 04:32:00+00,-1000118,-5024888,TOCANTINS
10736,Foco #10736,Amazônia,59,21.2,39.8,58,baixo,2025-03-10 04:32:00+00,-425908,-4855365,PARÁ
10737,Foco #10737,Amazônia,39,10.7,40,83,alto,2025-03-10 04:32:00+00,-465812,-4579018,MARANHÃO
10738,Foco #10738,Cerrado,53,15.9,42.4,100,baixo,2025-03-10 04:32:00+00,-605216,-4463966,MARANHÃO
10739,Foco #10739,Cerrado,57,20.7,36,62,critico,2025-03-10 04:32:00+00,-632278,-4388443,MARANHÃO
10740,Foco #10740,Cerrado,42,18,44.9,54,critico,2025-03-10 04:32:00+00,-909392,-4671646,MARANHÃO
10741,Foco #10741,Cerrado,28,14.8,37.8,53,baixo,2025-03-10 04:32:00+00,-623993,-4425911,MARANHÃO
10742,Foco #10742,Cerrado,40,24.9,30.2,62,critico,2025-03-10 04:32:00+00,-1159912,-4766253,TOCANTINS
10743,Foco #10743,Cerrado,20,20.1,34.9,89,critico,2025-03-10 04:32:00+00,-1109117,-4780792,TOCANTINS
10744,Foco #10744,Caatinga,31,21.7,44.8,71,medio,2025-03-10 04:32:00+00,-731358,-4287591,PIAUÍ
10745,Foco #10745,Cerrado,57,17.1,40.2,61,medio,2025-03-10 04:32:00+00,-1187371,-4500312,BAHIA
10746,Foco #10746,Cerrado,34,16,44.5,69,alto,2025-03-10 04:32:00+00,-776595,-4626384,MARANHÃO
10747,Foco #10747,Cerrado,43,15.7,42.2,38,medio,2025-03-10 04:32:00+00,-1176772,-4683037,TOCANTINS
10748,Foco #10748,Cerrado,42,19.8,32.6,78,critico,2025-03-10 04:32:00+00,-776316,-4628217,MARANHÃO
10749,Foco #10749,Cerrado,33,22.9,35.6,39,baixo,2025-03-10 04:32:00+00,-626749,-4404982,MARANHÃO
10750,Foco #10750,Cerrado,48,11.6,32.5,62,critico,2025-03-10 04:32:00+00,-633329,-4389089,MARANHÃO
10751,Foco #10751,Cerrado,26,14.8,33.1,67,critico,2025-03-10 04:32:00+00,-790134,-4353899,PIAUÍ
10752,Foco #10752,Cerrado,45,21.6,38.9,100,medio,2025-03-10 04:32:00+00,-530405,-4375985,MARANHÃO
10753,Foco #10753,Amazônia,57,15.5,41.2,65,medio,2025-03-10 04:32:00+00,-467465,-4580407,MARANHÃO
10754,Foco #10754,Caatinga,60,15.7,33.4,84,alto,2025-03-10 04:32:00+00,-991848,-4373228,PIAUÍ
10755,Foco #10755,Cerrado,22,21.4,38.4,94,baixo,2025-03-10 04:32:00+00,-1096517,-5109185,MATO GROSSO
10756,Foco #10756,Caatinga,30,24.3,44.4,82,alto,2025-03-10 04:32:00+00,-1113043,-4338035,BAHIA
10757,Foco #10757,Cerrado,35,10.9,37.9,58,baixo,2025-03-10 04:32:00+00,-1087538,-4782144,TOCANTINS
10758,Foco #10758,Cerrado,28,5.2,31.5,77,baixo,2025-03-10 04:32:00+00,-1180752,-4500659,BAHIA
10759,Foco #10759,Cerrado,20,6.3,30.6,92,baixo,2025-03-10 04:32:00+00,-1028129,-4806492,TOCANTINS
10760,Foco #10760,Caatinga,52,5.7,32.8,62,critico,2025-03-10 04:32:00+00,-777901,-4258446,PIAUÍ
10761,Foco #10761,Amazônia,38,11,37.6,47,medio,2025-03-10 04:32:00+00,-1087972,-5376929,MATO GROSSO
10762,Foco #10762,Caatinga,53,16.3,37.3,61,medio,2025-03-10 04:32:00+00,-777848,-4258821,PIAUÍ
10763,Foco #10763,Cerrado,31,12.6,31.4,32,alto,2025-03-10 04:32:00+00,-604382,-4607808,MARANHÃO
10764,Foco #10764,Cerrado,49,6.2,39.3,36,alto,2025-03-10 04:32:00+00,-998094,-487867,TOCANTINS
10765,Foco #10765,Cerrado,22,20.8,37.9,85,critico,2025-03-10 04:32:00+00,-627926,-4404712,MARANHÃO
10766,Foco #10766,Amazônia,45,24.6,40.5,48,alto,2025-03-10 04:32:00+00,-583501,-536746,PARÁ
10767,Foco #10767,Cerrado,38,23.6,34.5,82,medio,2025-03-10 04:32:00+00,-994056,-4357866,BAHIA
10768,Foco #10768,Cerrado,22,17.9,36.6,65,critico,2025-03-10 04:32:00+00,-1148174,-4498848,BAHIA
10769,Foco #10769,Amazônia,30,24.1,31.3,70,baixo,2025-03-10 04:32:00+00,-466396,-4580603,MARANHÃO
10770,Foco #10770,Cerrado,21,16.2,36.7,40,medio,2025-03-10 04:32:00+00,-534686,-4376439,MARANHÃO
10771,Foco #10771,Cerrado,56,14.2,31.6,89,baixo,2025-03-10 04:32:00+00,-637463,-4387659,MARANHÃO
10772,Foco #10772,Caatinga,37,9.7,41.4,37,medio,2025-03-10 04:32:00+00,-775004,-4256499,PIAUÍ
10773,Foco #10773,Cerrado,38,10,35.3,81,medio,2025-03-10 04:32:00+00,-774549,-4626084,MARANHÃO
10774,Foco #10774,Cerrado,23,7.2,39.6,33,medio,2025-03-10 04:32:00+00,-115924,-4766148,TOCANTINS
10775,Foco #10775,Amazônia,53,11.2,42.4,53,medio,2025-03-10 04:32:00+00,-497331,-4866212,PARÁ
10776,Foco #10776,Cerrado,32,23.3,40.9,80,baixo,2025-03-10 04:32:00+00,-1101518,-4981957,TOCANTINS
10777,Foco #10777,Amazônia,33,8.4,38.2,39,critico,2025-03-10 04:32:00+00,-725066,-4940957,PARÁ
10778,Foco #10778,Amazônia,32,8.4,41,97,critico,2025-03-10 04:32:00+00,-856261,-4864765,TOCANTINS
10779,Foco #10779,Cerrado,24,22.5,34.4,80,critico,2025-03-10 04:32:00+00,-776769,-4627531,MARANHÃO
10780,Foco #10780,Cerrado,29,17.9,38.6,52,alto,2025-03-10 04:32:00+00,-1190705,-462655,TOCANTINS
10781,Foco #10781,Caatinga,56,11.1,30.7,100,critico,2025-03-10 04:32:00+00,-667363,-4281951,PIAUÍ
10782,Foco #10782,Cerrado,38,11.3,40.2,72,medio,2025-03-10 04:32:00+00,-1110233,-4782432,TOCANTINS
10783,Foco #10783,Amazônia,35,13,38.1,92,medio,2025-03-10 04:32:00+00,-516837,-4605576,MARANHÃO
10784,Foco #10784,Cerrado,36,22.1,36.7,83,medio,2025-03-10 04:32:00+00,-1156162,-4766036,TOCANTINS
10785,Foco #10785,Caatinga,28,18,41.3,85,critico,2025-03-10 04:32:00+00,-755526,-4240111,PIAUÍ
10786,Foco #10786,Cerrado,43,17.6,32.2,44,alto,2025-03-10 04:32:00+00,-1180705,-4890231,TOCANTINS
10787,Foco #10787,Cerrado,40,20.3,44.1,93,baixo,2025-03-10 04:32:00+00,-1192304,-4627943,TOCANTINS
10788,Foco #10788,Cerrado,53,8.9,41.8,80,critico,2025-03-10 04:32:00+00,-695411,-4534524,MARANHÃO
10789,Foco #10789,Cerrado,40,6.8,30.4,43,critico,2025-03-10 04:32:00+00,-965096,-4820836,TOCANTINS
10790,Foco #10790,Amazônia,20,19.4,31.2,69,baixo,2025-03-10 04:32:00+00,-49552,-4577559,MARANHÃO
10791,Foco #10791,Cerrado,55,6.6,30.9,84,baixo,2025-03-10 04:32:00+00,-1134631,-4496583,BAHIA
10792,Foco #10792,Cerrado,38,14.3,40.5,39,baixo,2025-03-10 04:32:00+00,-1010413,-5034953,TOCANTINS
10793,Foco #10793,Cerrado,53,5.7,41.3,38,baixo,2025-03-10 04:32:00+00,-730568,-4526691,MARANHÃO
10794,Foco #10794,Cerrado,30,16,34.6,63,alto,2025-03-10 04:32:00+00,-1110567,-4782483,TOCANTINS
10795,Foco #10795,Cerrado,40,15.3,31.7,76,alto,2025-03-10 04:32:00+00,-694594,-4535184,MARANHÃO
10796,Foco #10796,Caatinga,29,21.8,34.6,54,medio,2025-03-10 04:32:00+00,-777739,-4250639,PIAUÍ
10797,Foco #10797,Cerrado,22,13.4,35.6,73,critico,2025-03-10 04:32:00+00,-1182547,-4504156,BAHIA
10798,Foco #10798,Cerrado,38,17.4,31.7,66,critico,2025-03-10 04:32:00+00,-1163362,-4506324,BAHIA
10799,Foco #10799,Cerrado,29,10.2,30.7,61,critico,2025-03-10 04:32:00+00,-573813,-4426534,MARANHÃO
10800,Foco #10800,Cerrado,57,12.3,43,43,critico,2025-03-10 04:32:00+00,-729461,-4419318,PIAUÍ
10801,Foco #10801,Cerrado,38,15.9,34.6,34,alto,2025-03-10 04:32:00+00,-53438,-4375939,MARANHÃO
10802,Foco #10802,Cerrado,56,18.8,37.7,53,baixo,2025-03-10 04:32:00+00,-1144696,-4496372,BAHIA
10803,Foco #10803,Caatinga,22,19.5,44.1,96,alto,2025-03-10 04:32:00+00,-77568,-4256189,PIAUÍ
10804,Foco #10804,Caatinga,20,6.6,37.4,85,medio,2025-03-10 04:32:00+00,-779164,-4255548,PIAUÍ
10805,Foco #10805,Cerrado,50,11.1,33.8,80,alto,2025-03-10 04:32:00+00,-1162492,-4507067,BAHIA
10806,Foco #10806,Cerrado,37,13,40.9,46,alto,2025-03-10 04:32:00+00,-1087707,-4704695,TOCANTINS
10807,Foco #10807,Cerrado,55,16.5,38,31,medio,2025-03-10 04:32:00+00,-1089317,-4673564,TOCANTINS
10808,Foco #10808,Cerrado,45,9.8,38.6,62,alto,2025-03-10 04:32:00+00,-1186873,-4498402,BAHIA
10809,Foco #10809,Cerrado,31,17.5,44.5,66,baixo,2025-03-10 04:32:00+00,-775342,-4625454,MARANHÃO
10810,Foco #10810,Cerrado,59,19.4,33.6,60,medio,2025-03-10 04:32:00+00,-944936,-4758677,TOCANTINS
10811,Foco #10811,Cerrado,35,17.9,41,75,medio,2025-03-10 04:32:00+00,-777822,-4737519,TOCANTINS
10812,Foco #10812,Cerrado,25,7.8,32.4,88,critico,2025-03-10 04:32:00+00,-1143736,-4349843,BAHIA
10813,Foco #10813,Cerrado,43,6.2,41.3,46,alto,2025-03-10 04:32:00+00,-864874,-4771301,TOCANTINS
10814,Foco #10814,Amazônia,47,8.2,41.5,56,alto,2025-03-10 04:32:00+00,-725124,-4940596,PARÁ
10815,Foco #10815,Cerrado,48,8,43.9,49,alto,2025-03-10 04:32:00+00,-691122,-4564989,MARANHÃO
10816,Foco #10816,Cerrado,39,10.4,33.3,94,medio,2025-03-10 04:32:00+00,-1029753,-4828582,TOCANTINS
10817,Foco #10817,Cerrado,60,7.9,42.9,57,baixo,2025-03-10 04:32:00+00,-655054,-4388691,MARANHÃO
10818,Foco #10818,Caatinga,56,12.8,37.7,77,alto,2025-03-10 04:32:00+00,-775419,-4256559,PIAUÍ
10819,Foco #10819,Amazônia,32,23.8,44.1,46,alto,2025-03-10 04:32:00+00,-451328,-5545882,PARÁ
10820,Foco #10820,Cerrado,29,8.7,31.8,31,critico,2025-03-10 04:32:00+00,-729469,-4418128,PIAUÍ
10821,Foco #10821,Cerrado,46,13.4,43.8,98,medio,2025-03-10 04:32:00+00,-1155435,-4766296,TOCANTINS
10822,Foco #10822,Caatinga,60,20.9,42.6,82,baixo,2025-03-10 04:32:00+00,-66871,-4283957,PIAUÍ
10823,Foco #10823,Cerrado,26,11.1,43.2,86,alto,2025-03-10 04:32:00+00,-1026741,-5036098,TOCANTINS
10824,Foco #10824,Amazônia,52,9.3,41.2,98,medio,2025-03-10 04:32:00+00,-462578,-4937302,PARÁ
10825,Foco #10825,Cerrado,49,8.9,39.5,73,medio,2025-03-10 04:32:00+00,-772526,-4623143,MARANHÃO
10826,Foco #10826,Cerrado,49,12.3,41,42,critico,2025-03-10 04:32:00+00,-1010596,-5027384,TOCANTINS
10827,Foco #10827,Cerrado,28,20.3,41.2,33,baixo,2025-03-10 04:32:00+00,-1142554,-4349284,BAHIA
10828,Foco #10828,Cerrado,21,19,35.4,50,medio,2025-03-10 04:32:00+00,-111857,-4774981,TOCANTINS
10829,Foco #10829,Amazônia,36,15.7,34.1,54,medio,2025-03-10 04:32:00+00,-812536,-5024241,PARÁ
10830,Foco #10830,Cerrado,46,15.2,39.2,90,alto,2025-03-10 04:32:00+00,-909961,-467247,MARANHÃO
10831,Foco #10831,Amazônia,37,9.7,43.4,69,baixo,2025-03-10 04:32:00+00,-467071,-4580716,MARANHÃO
10832,Foco #10832,Cerrado,37,21.7,39.7,60,baixo,2025-03-10 04:32:00+00,-995546,-4370094,PIAUÍ
10833,Foco #10833,Cerrado,42,15.1,39.3,74,critico,2025-03-10 04:32:00+00,-790281,-4352906,PIAUÍ
10834,Foco #10834,Amazônia,56,19.2,38.6,93,critico,2025-03-10 04:32:00+00,-578536,-5174409,PARÁ
10835,Foco #10835,Amazônia,26,20,31.8,83,baixo,2025-03-10 04:32:00+00,-467689,-457895,MARANHÃO
10836,Foco #10836,Cerrado,34,12.8,37.7,80,alto,2025-03-10 04:32:00+00,-787689,-4732967,TOCANTINS
10837,Foco #10837,Amazônia,29,6.3,35.7,67,alto,2025-03-10 04:32:00+00,-548984,-52132,PARÁ
10838,Foco #10838,Cerrado,42,24,32.3,62,critico,2025-03-10 04:32:00+00,-1135033,-4493794,BAHIA
10839,Foco #10839,Caatinga,33,12.2,33.8,54,alto,2025-03-10 04:32:00+00,-775265,-4256127,PIAUÍ
10840,Foco #10840,Cerrado,30,8.4,32.3,48,alto,2025-03-10 04:32:00+00,-737594,-4816233,TOCANTINS
10841,Foco #10841,Cerrado,39,21.6,42.8,84,critico,2025-03-10 04:32:00+00,-879487,-4667845,MARANHÃO
10842,Foco #10842,Cerrado,50,24.8,41.1,32,baixo,2025-03-10 04:32:00+00,-770824,-4620596,MARANHÃO
10843,Foco #10843,Cerrado,59,18.5,34.5,74,medio,2025-03-10 04:32:00+00,-861643,-4924677,TOCANTINS
10844,Foco #10844,Caatinga,50,6,43.6,88,critico,2025-03-10 04:32:00+00,-77738,-4259132,PIAUÍ
10845,Foco #10845,Cerrado,58,5,39.4,97,medio,2025-03-10 04:32:00+00,-1059699,-4871439,TOCANTINS
10846,Foco #10846,Caatinga,50,23.2,41.3,63,baixo,2025-03-10 04:32:00+00,-705481,-4330506,PIAUÍ
10847,Foco #10847,Amazônia,45,9.4,41.4,84,baixo,2025-03-10 04:32:00+00,-991831,-5049866,MATO GROSSO
10848,Foco #10848,Caatinga,41,18.4,34.3,37,baixo,2025-03-10 04:32:00+00,-994797,-4375225,PIAUÍ
10849,Foco #10849,Cerrado,39,14.1,42.3,43,medio,2025-03-10 04:32:00+00,-1129066,-4783915,TOCANTINS
10850,Foco #10850,Cerrado,57,19,43.1,42,alto,2025-03-10 04:32:00+00,-1090176,-4672535,TOCANTINS
10851,Foco #10851,Cerrado,54,21.5,30.8,76,baixo,2025-03-10 04:32:00+00,-1110736,-4783607,TOCANTINS
10852,Foco #10852,Cerrado,54,23.8,31.5,43,alto,2025-03-10 04:32:00+00,-1100898,-4664006,TOCANTINS
10853,Foco #10853,Cerrado,30,7.2,31.8,34,baixo,2025-03-10 04:32:00+00,-817261,-4415715,PIAUÍ
10854,Foco #10854,Cerrado,57,6.9,36.4,55,alto,2025-03-10 04:32:00+00,-1028893,-451829,PIAUÍ
10855,Foco #10855,Cerrado,49,9.8,33.6,55,medio,2025-03-10 04:32:00+00,-578309,-4574633,MARANHÃO
10856,Foco #10856,Cerrado,34,20.3,33.3,88,medio,2025-03-10 04:32:00+00,-889749,-466038,MARANHÃO
10857,Foco #10857,Caatinga,30,6.6,39.7,70,critico,2025-03-10 04:32:00+00,-776095,-4256251,PIAUÍ
10858,Foco #10858,Cerrado,36,19.1,44.3,59,medio,2025-03-10 04:32:00+00,-1162634,-4503366,BAHIA
10859,Foco #10859,Cerrado,45,14.6,37.3,75,medio,2025-03-10 04:32:00+00,-1202451,-478989,TOCANTINS
10860,Foco #10860,Cerrado,56,7.4,33.5,65,medio,2025-03-10 04:32:00+00,-933696,-4574431,PIAUÍ
10861,Foco #10861,Cerrado,59,6.4,37.4,95,baixo,2025-03-10 04:32:00+00,-1028887,-4518111,PIAUÍ
10862,Foco #10862,Amazônia,50,18.3,31.6,75,critico,2025-03-10 04:32:00+00,-855212,-4864959,TOCANTINS
10863,Foco #10863,Cerrado,36,20.7,31.1,91,critico,2025-03-10 04:32:00+00,-707443,-4581747,MARANHÃO
10864,Foco #10864,Amazônia,35,20.6,37.8,38,baixo,2025-03-10 04:32:00+00,-875992,-4992029,PARÁ
10865,Foco #10865,Cerrado,20,14.6,39.1,34,baixo,2025-03-10 04:32:00+00,-1117458,-477553,TOCANTINS
10866,Foco #10866,Cerrado,54,7.9,40.1,89,alto,2025-03-10 04:32:00+00,-623368,-4427577,MARANHÃO
10867,Foco #10867,Amazônia,44,14.1,37.3,87,critico,2025-03-10 04:32:00+00,-466203,-4580936,MARANHÃO
10868,Foco #10868,Amazônia,34,14.2,40.3,96,critico,2025-03-10 04:32:00+00,-962683,-5431139,MATO GROSSO
10869,Foco #10869,Cerrado,52,23.9,43.8,45,alto,2025-03-10 04:32:00+00,-523786,-4517032,MARANHÃO
10870,Foco #10870,Cerrado,46,10.3,45,99,baixo,2025-03-10 04:32:00+00,-590877,-4390818,MARANHÃO
10871,Foco #10871,Cerrado,60,18.4,32.5,76,medio,2025-03-10 04:32:00+00,-1118236,-4774926,TOCANTINS
10872,Foco #10872,Cerrado,22,8,40.6,57,critico,2025-03-10 04:32:00+00,-110699,-4836293,TOCANTINS
10873,Foco #10873,Cerrado,22,9.3,31.3,67,alto,2025-03-10 04:32:00+00,-1118681,-4774267,TOCANTINS
10874,Foco #10874,Cerrado,58,23.2,37.1,100,baixo,2025-03-10 04:32:00+00,-1093786,-4671483,TOCANTINS
10875,Foco #10875,Amazônia,27,15.3,43.4,96,alto,2025-03-10 04:32:00+00,-550505,-5101562,PARÁ
10876,Foco #10876,Cerrado,32,5,40.8,70,critico,2025-03-10 04:32:00+00,-1155826,-4765985,TOCANTINS
10877,Foco #10877,Cerrado,44,16,34,44,critico,2025-03-10 04:32:00+00,-668464,-4371496,MARANHÃO
10878,Foco #10878,Cerrado,59,14.9,41.1,70,alto,2025-03-10 04:32:00+00,-672244,-4596756,MARANHÃO
10879,Foco #10879,Cerrado,33,11.8,30.3,42,critico,2025-03-10 04:32:00+00,-779994,-4601717,MARANHÃO
10880,Foco #10880,Cerrado,21,25,44.7,30,medio,2025-03-10 04:32:00+00,-65536,-4389202,MARANHÃO
10881,Foco #10881,Cerrado,53,19.6,42.2,65,critico,2025-03-10 04:32:00+00,-775118,-4626929,MARANHÃO
10882,Foco #10882,Caatinga,24,12.1,44.4,54,medio,2025-03-10 04:32:00+00,-775157,-4256889,PIAUÍ
10883,Foco #10883,Cerrado,29,18.7,38.2,50,medio,2025-03-10 04:32:00+00,-1098886,-4667989,TOCANTINS
10884,Foco #10884,Cerrado,36,18.6,41.5,57,baixo,2025-03-10 04:32:00+00,-637773,-4388155,MARANHÃO
10885,Foco #10885,Cerrado,37,22.8,35.7,53,baixo,2025-03-10 04:32:00+00,-1108689,-4770821,TOCANTINS
10886,Foco #10886,Cerrado,49,9.3,39.3,50,medio,2025-03-10 04:32:00+00,-1091219,-4702549,TOCANTINS
10887,Foco #10887,Amazônia,39,18.3,40.7,53,alto,2025-03-10 04:32:00+00,-465585,-4580465,MARANHÃO
10888,Foco #10888,Cerrado,52,15.7,43.1,36,alto,2025-03-10 04:32:00+00,-825288,-4703097,TOCANTINS
10889,Foco #10889,Cerrado,48,19,35.9,78,baixo,2025-03-10 04:32:00+00,-775515,-4626614,MARANHÃO
10890,Foco #10890,Caatinga,56,13.6,42.3,92,medio,2025-03-10 04:32:00+00,-664915,-4279002,PIAUÍ
10891,Foco #10891,Cerrado,27,10.6,42.6,66,critico,2025-03-10 04:32:00+00,-563779,-439156,MARANHÃO
10892,Foco #10892,Cerrado,46,8.3,40.3,88,medio,2025-03-10 04:32:00+00,-1060306,-4871895,TOCANTINS
10893,Foco #10893,Caatinga,51,22.4,31.6,65,alto,2025-03-10 04:32:00+00,-755462,-4239742,PIAUÍ
10894,Foco #10894,Caatinga,38,15.9,31.3,83,baixo,2025-03-10 04:32:00+00,-524886,-4297537,MARANHÃO
